GPSWeek [weeks];GPSSecondsOfWeek [s];Solution status (sol status);Velocity type (vel type);A measure of the latency in the velocity time tag in seconds. It should be subtracted from the time to give improved results. (latency) [s];Differential age (age) [s];Horizontal speed over ground (hor spd) [m/s];Actual direction of motion over ground (track over ground) with respect to True North [deg];Vertical speed, where positive values indicate increasing altitude (up) and negative values indicate decreasing altitude (down) [m/s]
1900;126689.95;0;19;0;2;3.72155327386114;21.4216943863489;-0.0421753320967484
1900;126690;0;19;0;2;3.72064310536964;21.3098942020095;-0.0491115196473417
1900;126690.05;0;19;0;0;3.70394218204459;21.2680792954337;-0.0353045673796277
1900;126690.1;0;19;0;0;3.70620877118278;21.4146899185054;-0.0244414815144622
1900;126690.15;0;19;0;0;3.6970878907644;21.1242156505594;0.00265060070584977
1900;126690.2;0;19;0;0;3.68887159480669;20.7556537604236;-0.00572019767725762
1900;126690.25;0;19;0;0;3.68715301233203;20.2607464757109;-0.0159247722514297
1900;126690.3;0;19;0;0;3.66059675204541;19.7986441081121;-0.0243587077843341
1900;126690.35;0;19;0;0;3.64205566386484;20.1727706834539;-0.0496396973347319
1900;126690.4;0;19;0;0;3.62367922166608;20.6906419717472;-0.0852818515406548
1900;126690.45;0;19;0;0;3.59863224489403;19.9693357639994;-0.0840840571666441
1900;126690.5;0;19;0;0;3.59950531802281;19.0807701204591;-0.0912928077429491
1900;126690.55;0;19;0;0;3.59838266203229;18.6557271512294;-0.118591061185686
1900;126690.6;0;19;0;0;3.60810119759397;18.7714603701565;-0.141105257583668
1900;126690.65;0;19;0;0;3.61697863328815;18.5214749592632;-0.124892070276416
1900;126690.7;0;19;0;0;3.63828939371532;18.0389705752286;-0.120343214992325
1900;126690.75;0;19;0;0;3.65160897347266;18.0011664089904;-0.109904173166116
1900;126690.8;0;19;0;0;3.6556987219792;18.4652808556752;-0.112871194122267
1900;126690.85;0;19;0;0;3.67065404092725;18.1349152727465;-0.0845479635118997
1900;126690.9;0;19;0;0;3.68125947505489;17.4157828318783;-0.0460300362159221
1900;126690.95;0;19;0;0;3.69588593976015;16.9369517439602;-0.054048002721744
1900;126691;0;19;0;0;3.70481802853547;16.0818792451141;-0.0867958814209162
1900;126691.05;0;19;0;2;3.69286199193492;15.75177713695;-0.0649553311988333
1900;126691.1;0;19;0;2;3.70625359597602;15.6217046258894;-0.022658159092255
1900;126691.15;0;19;0;2;3.70718650935618;14.8567020311853;-0.028376264650918
1900;126691.2;0;19;0;2;3.71483101673247;14.3310686920892;-0.0572038420152825
1900;126691.25;0;19;0;2;3.73451844626233;14.5019984962375;-0.0481129732240329
1900;126691.3;0;19;0;2;3.763752936081;14.8056865190658;-0.0685334767571562
1900;126691.35;0;19;0;2;3.77492690277798;14.784717611827;-0.0822817578690773
1900;126691.4;0;19;0;2;3.7927695615802;14.5625123981403;-0.0629475715318337
1900;126691.45;0;19;0;2;3.82884104697259;13.7558377685565;-0.087849278267738
1900;126691.5;0;19;0;2;3.83938472785354;12.7020368357937;-0.0557927562956606
1900;126691.55;0;19;0;2;3.87959762972125;11.8230806325261;-0.0227820484620918
1900;126691.6;0;19;0;2;3.92267792659371;10.9849869998903;-0.0265020192788252
1900;126691.65;0;19;0;2;3.97416033970863;10.3777243860195;-0.0417047058380857
1900;126691.7;0;19;0;2;4.02050451995902;10.0006927626231;-0.0360205323735068
1900;126691.75;0;19;0;2;4.07421345873051;9.68550526371638;-0.0246445837692824
1900;126691.8;0;19;0;2;4.1224520826384;9.01775729982429;-0.0165733385894586
1900;126691.85;0;19;0;2;4.14398314435493;8.26200972846654;-0.000345617524845299
1900;126691.9;0;19;0;2;4.19013257002778;7.76603644325709;-0.0202478520871376
1900;126691.95;0;19;0;2;4.23329214818236;7.10966918501157;-0.0790365726261892
1900;126692;0;19;0;2;4.27686465229048;6.37945606871149;-0.0553206335195613
1900;126692.05;0;19;0;2;4.3356542258575;5.15063049967376;-0.0117322906194586
1900;126692.1;0;19;0;2;4.39018678669472;4.08115954993443;0.028626127932406
1900;126692.15;0;19;0;2;4.45697583348221;2.93597165029276;0.0308510920502805
1900;126692.2;0;19;0;2;4.50239694701346;2.07345559003944;0.0378930312407584
1900;126692.25;0;19;0;2;4.55362898638959;1.53915036748351;-0.00865725974908882
1900;126692.3;0;19;0;2;4.58675880706565;1.34319960063884;-0.0481517524870045
1900;126692.35;0;19;0;2;4.6219085885515;0.814539815834449;-0.0497440991359475
1900;126692.4;0;19;0;2;4.68317536188243;359.803104294685;-0.0571077199631023
1900;126692.45;0;19;0;2;4.72883078048675;358.912155130135;-0.0460374645105848
1900;126692.5;0;19;0;2;4.7893697268834;358.128631596191;-0.0264955279818335
1900;126692.55;0;19;0;2;4.83721433406386;357.140633540577;0.00197312042035103
1900;126692.6;0;19;0;2;4.89065365583232;355.985994183144;0.00968113317000174
1900;126692.65;0;19;0;2;4.92903041540271;354.726924545958;-0.0426897253210505
1900;126692.7;0;19;0;2;4.97607493923435;353.578490703824;-0.0613004076270185
1900;126692.75;0;19;0;2;5.02528219820172;352.617591953878;-0.0440424440864864
1900;126692.8;0;19;0;2;5.07740576132888;351.932135107584;-0.0391967060119534
1900;126692.85;0;19;0;2;5.14739485491108;351.523749414484;-0.0414553745556367
1900;126692.9;0;19;0;2;5.19533847315723;350.842040979868;-0.0459678054767925
1900;126692.95;0;19;0;2;5.25467867223309;350.205117348264;-0.0598471763616359
1900;126693;0;19;0;2;5.28750302203145;349.776530496871;-0.0531722766404688
1900;126693.05;0;54;0;2;5.33514852678313;348.965639366609;-0.0570023605859382
1900;126693.1;0;54;0;2;5.37216571812733;347.987432597236;-0.0485973576699021
1900;126693.15;0;54;0;2;5.41334953487324;347.055025593262;-0.0541490132244409
1900;126693.2;0;54;0;2;5.45821051961286;346.373576562629;-0.050273365643938
1900;126693.25;0;54;0;2;5.51606674646172;345.607621537066;-0.055209975944583
1900;126693.3;0;54;0;2;5.56923281053708;344.851284334482;-0.0640224146349726
1900;126693.35;0;54;0;2;5.61135388627468;344.042798839909;-0.0658730047877345
1900;126693.4;0;54;0;2;5.67045607452669;343.350122824222;-0.0629569119112579
1900;126693.45;0;54;0;2;5.71030248761883;342.889304563453;-0.0675490385264612
1900;126693.5;0;54;0;2;5.77770182514612;342.317337581579;-0.0182785687694111
1900;126693.55;0;54;0;2;5.84626656266557;341.562517540881;0.0247573641140799
1900;126693.6;0;54;0;2;5.90898274527307;340.592146623665;0.0386587878716704
1900;126693.65;0;54;0;2;5.94615274189754;339.840997910454;0.0347317027953777
1900;126693.7;0;54;0;2;5.98637958781086;339.109116808658;0.0157589891323617
1900;126693.75;0;54;0;2;6.03785527411131;338.461261115694;0.00521401414921119
1900;126693.8;0;54;0;2;6.07967428787146;337.813653119524;0.0111525442392768
1900;126693.85;0;54;0;2;6.13326413779832;337.187843129783;0.0124185930512506
1900;126693.9;0;54;0;2;6.17955761367113;336.543854900481;0.00831390717207769
1900;126693.95;0;54;0;2;6.22960205095434;335.917593827166;0.0167626197521322
1900;126694;0;54;0;2;6.27328223385006;335.325798809281;0.0211674404099749
1900;126694.05;0;54;0;2;6.33013555311628;334.734980371961;0.0238277031656584
1900;126694.1;0;54;0;2;6.37381400882289;334.340627719562;0.042718172335515
1900;126694.15;0;54;0;2;6.40797708686032;333.887471954862;0.0495928367393366
1900;126694.2;0;54;0;2;6.44197131119506;333.331014683848;0.0523532851409989
1900;126694.25;0;54;0;2;6.44699495703724;332.785041921509;0.0371900251560118
1900;126694.3;0;54;0;2;6.45083820788432;331.975230289833;0.0329865660099209
1900;126694.35;0;54;0;2;6.46024320446895;331.283238652817;0.0229129751738326
1900;126694.4;0;54;0;2;6.47935513222091;331.439078294127;0.0118671144183855
1900;126694.45;0;54;0;2;6.50574386288755;331.370667369992;0.00998392363440592
1900;126694.5;0;54;0;2;6.51303579653442;330.911869449737;0.011994105822291
1900;126694.55;0;54;0;2;6.52129900878562;330.378417064837;-0.0140202782701975
1900;126694.6;0;54;0;2;6.5326688754634;329.813437959436;0.00366428127340113
1900;126694.65;0;54;0;2;6.53984423412376;329.646326068202;0.0229997912647653
1900;126694.7;0;54;0;2;6.5620356153807;329.248728258486;0.0460205919253678
1900;126694.75;0;54;0;2;6.57771775058269;328.805465587919;0.0399762514590156
1900;126694.8;0;54;0;2;6.58164676215183;328.834525950775;-0.032173291044225
1900;126694.85;0;54;0;2;6.5886661419506;328.849478558858;0.000841668678478236
1900;126694.9;0;54;0;2;6.60414590569481;328.542661526697;0.0317896312045285
1900;126694.95;0;54;0;2;6.62048307897119;328.222577505588;0.0794452597648845
1900;126695;0;54;0;2;6.64361940774036;328.078191659399;0.09416627184702
1900;126695.05;0;54;0;2;6.65271567325145;328.044171018569;0.0855217572546345
1900;126695.1;0;54;0;2;6.66047952576419;328.01091997096;0.0966987121381573
1900;126695.15;0;54;0;2;6.66782871685881;327.762697328057;0.0986147171173588
1900;126695.2;0;54;0;2;6.67767748846646;327.451336863449;0.0998174207608966
1900;126695.25;0;54;0;2;6.68292449532757;327.447482287095;0.10442399841889
1900;126695.3;0;54;0;2;6.69953835013033;327.482287519628;0.0958788356063183
1900;126695.35;0;54;0;2;6.70874346067657;327.402365013718;0.0966784301398516
1900;126695.4;0;54;0;2;6.71970101082143;327.209710250501;0.101337749829562
1900;126695.45;0;54;0;2;6.74138546623124;326.993925085569;0.0963192162589976
1900;126695.5;0;54;0;2;6.75519461141729;326.998633806673;0.0978120888991434
1900;126695.55;0;54;0;2;6.77276112580451;326.83995684889;0.120321310204115
1900;126695.6;0;54;0;2;6.79675944108823;326.825245126805;0.0976363906232276
1900;126695.65;0;54;0;2;6.79183047119198;326.746367020228;0.0979969608169382
1900;126695.7;0;54;0;2;6.82936129702215;326.806144721578;0.0956517043069822
1900;126695.75;0;54;0;2;6.85551700974862;327.141169404286;0.110848409254584
1900;126695.8;0;54;0;2;6.88881782987178;327.226031880067;0.100969460036632
1900;126695.85;0;54;0;2;6.8980990991548;326.991713590491;0.0914975345660172
1900;126695.9;0;54;0;2;6.91603347072492;326.836970612097;0.0928841323847505
1900;126695.95;0;54;0;2;6.93742587995168;326.669604246483;0.119827825334259
1900;126696;0;54;0;2;6.98336734577322;326.614094900363;0.120956942348914
1900;126696.05;0;54;0;2;7.00717615862713;326.550255666746;0.0750568645236314
1900;126696.1;0;54;0;2;7.04169968760797;326.843512661626;0.0499897018577178
1900;126696.15;0;54;0;2;7.07251496669287;327.127686748395;0.0574949843842392
1900;126696.2;0;54;0;2;7.11637120381587;327.069798963214;0.105910270383251
1900;126696.25;0;54;0;2;7.1590452870583;327.042970418022;0.129002608482991
1900;126696.3;0;54;0;2;7.19374071728838;327.026485002502;0.142962561587302
1900;126696.35;0;54;0;2;7.20586140793667;327.078502258285;0.129304643296646
1900;126696.4;0;54;0;2;7.20211053138406;327.06862535585;0.0679471085868375
1900;126696.45;0;54;0;2;7.19684451862997;326.909927041795;0.0335621864901818
1900;126696.5;0;54;0;2;7.20457031105195;326.609518272415;0.0272532108969492
1900;126696.55;0;54;0;2;7.21837962011573;326.634792638147;0.0316998122291321
1900;126696.6;0;54;0;2;7.22104449707036;326.730100978493;0.035547485364718
1900;126696.65;0;54;0;2;7.22278109948558;326.828288548223;0.0316027786918913
1900;126696.7;0;54;0;2;7.22822749181621;326.763618262404;0.0548875254219943
1900;126696.75;0;54;0;2;7.2299622306458;326.625060206897;0.0766572562061971
1900;126696.8;0;54;0;2;7.22930821083472;326.660733718682;0.0504555557952533
1900;126696.85;0;54;0;2;7.21956259547421;326.652260212925;0.0239843039943697
1900;126696.9;0;54;0;2;7.20645120568302;326.579601481229;0.0463973233332755
1900;126696.95;0;54;0;2;7.19536174933338;326.574350538652;0.0498202014728526
1900;126697;0;54;0;2;7.19296292957266;326.54858705287;0.0467779945384548
1900;126697.05;0;54;0;2;7.20215445255371;326.457128448809;0.0546388804291671
1900;126697.1;0;54;0;2;7.16740197671014;326.356789337043;0.060591976016859
1900;126697.15;0;54;0;2;7.16084770245575;326.441489222558;0.0400598115378967
1900;126697.2;0;54;0;2;7.14753925523023;326.588067415988;0.0416869801027731
1900;126697.25;0;54;0;2;7.11516164948041;326.521528650989;0.063309173174285
1900;126697.3;0;54;0;2;7.11227144869326;326.373479554266;0.0646591831727799
1900;126697.35;0;54;0;2;7.09222367757401;326.362873812282;0.0552607991179537
1900;126697.4;0;54;0;2;7.08583914022511;326.41447958291;0.0690316236617523
1900;126697.45;0;54;0;2;7.06540130702737;326.218104145962;0.053318595446473
1900;126697.5;0;54;0;2;7.05151005462506;326.247824236942;0.0376537767798593
1900;126697.55;0;54;0;2;7.02587268333228;326.194038833151;0.0270003000179773
1900;126697.6;0;54;0;2;7.03096098650164;326.156732819457;0.0588758128859728
1900;126697.65;0;54;0;2;7.0301690886826;326.373049148017;0.059021812223504
1900;126697.7;0;54;0;2;7.00692125181329;326.203617588494;0.0497644249879463
1900;126697.75;0;54;0;2;6.98233866379745;325.997561026157;0.0453973920781783
1900;126697.8;0;54;0;2;6.95038941714504;325.806546915934;0.0457206678246185
1900;126697.85;0;54;0;2;6.91135627652631;325.808537065347;0.0674139845340092
1900;126697.9;0;54;0;2;6.89741175570935;325.819476680234;0.0519816734994207
1900;126697.95;0;54;0;2;6.86901861834358;325.933521206739;0.0487084535351969
1900;126698;0;54;0;2;6.84156801431187;325.986381223061;0.0207769176752906
1900;126698.05;0;54;0;3;6.82203818530271;326.074715165916;0.0243429994414592
1900;126698.1;0;54;0;3;6.81029327647123;325.884550301411;0.0864881490391958
1900;126698.15;0;54;0;3;6.81557479277641;325.678722234838;0.127992460376454
1900;126698.2;0;54;0;3;6.78475934510293;325.552605663711;0.122803768791866
1900;126698.25;0;54;0;3;6.756300156092;325.618289503561;0.123580103660391
1900;126698.3;0;54;0;3;6.71837682581683;325.854096251727;0.126465531155596
1900;126698.35;0;54;0;3;6.70569092053085;325.842167535408;0.122293475565863
1900;126698.4;0;54;0;3;6.66322980771946;325.681436296132;0.10287111605215
1900;126698.45;0;54;0;3;6.63287329139891;325.631571191431;0.105794336953766
1900;126698.5;0;54;0;3;6.59306848347223;325.547077299475;0.0888058425318135
1900;126698.55;0;54;0;3;6.571508870445;325.580693838073;0.0800119940686348
1900;126698.6;0;54;0;3;6.54779450537437;325.433913399449;0.102479056686424
1900;126698.65;0;54;0;3;6.5425533194569;325.287678021303;0.0940927630637973
1900;126698.7;0;54;0;3;6.52157210661153;325.372720433094;0.0970685305313221
1900;126698.75;0;54;0;3;6.49451326914851;325.288963249072;0.104182297748677
1900;126698.8;0;54;0;3;6.49246624727625;325.209770629141;0.115460250513998
1900;126698.85;0;54;0;3;6.48339306833864;325.219079319876;0.105226460773831
1900;126698.9;0;54;0;3;6.47494506152647;325.243954810054;0.110305304676457
1900;126698.95;0;54;0;3;6.4469508312185;325.367452866215;0.108415615853747
1900;126699;0;54;0;3;6.41999502395158;325.320089964048;0.100762288604908
1900;126699.05;0;54;0;4;6.38813227340141;325.274426367776;0.0971181951080311
1900;126699.1;0;54;0;4;6.35927433115555;325.392710028507;0.0831829966260695
1900;126699.15;0;54;0;4;6.32475948479524;325.498803805594;0.0718350086311181
1900;126699.2;0;54;0;4;6.29854340582166;325.563826327641;0.0508720007731727
1900;126699.25;0;54;0;4;6.27857114688988;325.419560002304;0.0265047464293251
1900;126699.3;0;54;0;4;6.23935685534912;325.389650056724;0.000389159408866746
1900;126699.35;0;54;0;4;6.22066160771029;325.542763436504;-0.0106817966987753
1900;126699.4;0;54;0;4;6.20616838916431;325.630701225691;0.0103833750274922
1900;126699.45;0;54;0;4;6.19641045275416;325.357728724164;0.0246886644415008
1900;126699.5;0;54;0;4;6.1962677010556;325.417043575529;0.0442482288225716
1900;126699.55;0;54;0;4;6.17148966069032;325.445369870045;0.0208363669191729
1900;126699.6;0;54;0;4;6.15491326068242;325.462377590768;0.0406501399753125
1900;126699.65;0;54;0;4;6.1359885377249;325.5087066303;0.0559677164152976
1900;126699.7;0;54;0;4;6.11539504137729;325.43714527239;0.0410650872871141
1900;126699.75;0;54;0;4;6.09062708500426;325.610305504111;0.0349313999134879
1900;126699.8;0;54;0;4;6.07440949264897;325.587774591302;0.0214272779118732
1900;126699.85;0;54;0;4;6.05096704403261;325.631836397734;0.0298089250166425
1900;126699.9;0;54;0;4;6.01607012237535;326.237919172906;0.00837758940804889
1900;126699.95;0;54;0;4;5.97508267025247;325.881246272236;0.0115134010968667
1900;126700;0;54;0;4;5.95638414463136;325.36157768961;0.00685670148935813
1900;126700.05;0;54;0;5;5.91532090652718;325.32611152378;-0.00766169112298076
1900;126700.1;0;54;0;5;5.89569056473619;325.443415999774;0.0099142128335945
1900;126700.15;0;54;0;5;5.88620540128257;325.210928681714;0.0419996206327466
1900;126700.2;0;54;0;5;5.87328016036284;324.989104940895;0.0308264079738665
1900;126700.25;0;54;0;5;5.86504303254478;325.052824672323;0.0342063228949909
1900;126700.3;0;54;0;5;5.83398648906818;325.902655150867;-0.00087253533126308
1900;126700.35;0;54;0;5;5.81036243184803;326.459242033637;-0.0136060678344245
1900;126700.4;0;54;0;5;5.81180466266515;325.808567761674;0.08581017961099
1900;126700.45;0;54;0;5;5.80230601785325;325.173745261253;0.0777319799368286
1900;126700.5;0;54;0;5;5.79371798208824;325.092905139699;0.0986180044831175
1900;126700.55;0;54;0;5;5.77583215187264;325.058724163198;0.0740507025238228
1900;126700.6;0;54;0;5;5.76156909759438;324.89877431961;0.119432666207627
1900;126700.65;0;54;0;5;5.73347746824332;325.055472037292;0.0934036411149086
1900;126700.7;0;54;0;5;5.70746598389672;325.160449881439;0.0946955163121301
1900;126700.75;0;54;0;5;5.67941669623558;325.485480315363;0.0811579285309536
1900;126700.8;0;54;0;5;5.64705446081097;325.535920857883;0.0727407582370967
1900;126700.85;0;54;0;5;5.63232934035948;325.461918349632;0.0839208290975306
1900;126700.9;0;54;0;5;5.6106451043193;325.218446002246;0.078596686314016
1900;126700.95;0;54;0;5;5.58855182376389;325.460886066483;0.0964149347926138
1900;126701;0;54;0;5;5.55264875123777;325.383427751423;0.101774570244206
1900;126701.05;0;54;0;6;5.5287980724258;325.264635256361;0.111455818249718
1900;126701.1;0;54;0;6;5.48593525639449;325.304937451262;0.0921947653534101
1900;126701.15;0;54;0;6;5.43786960743351;325.63823279496;0.0987465226040292
1900;126701.2;0;54;0;6;5.39338868644791;325.477116500742;0.0997900008785604
1900;126701.25;0;54;0;6;5.35973804414986;325.437234973358;0.116724064785073
1900;126701.3;0;54;0;6;5.330931163062;325.346553043133;0.0869180093291226
1900;126701.35;0;54;0;6;5.30252693819514;325.38242866731;0.0864218121249443
1900;126701.4;0;54;0;6;5.2813951427413;325.450179388782;0.0825916831078248
1900;126701.45;0;54;0;6;5.24741434764643;325.508976828106;0.0912878285407781
1900;126701.5;0;54;0;6;5.20815160320083;325.496138602258;0.0782847435667051
1900;126701.55;0;54;0;6;5.166137365262;325.433260386299;0.0805638360372103
1900;126701.6;0;54;0;6;5.13090684546951;325.450630369188;0.104317723410963
1900;126701.65;0;54;0;6;5.11704273719427;325.506945849818;0.0935249267932474
1900;126701.7;0;54;0;6;5.08393536233331;325.433650746837;0.101818654731905
1900;126701.75;0;54;0;6;5.05002970966765;325.295834279486;0.111807379100707
1900;126701.8;0;54;0;6;5.01550996970238;325.293396529814;0.0955895247241072
1900;126701.85;0;54;0;6;4.96165994410065;325.484594172317;0.0842786855786002
1900;126701.9;0;54;0;6;4.94549526614058;324.965448574246;0.0913919834007664
1900;126701.95;0;54;0;6;4.92360336996685;324.944813891785;0.0886138745277234
1900;126702;0;54;0;6;4.8680976699579;325.087683557016;0.132703676818788
1900;126702.05;0;54;0;7;4.79144214112662;325.530603280015;0.112070336613015
1900;126702.1;0;54;0;7;4.74729410557404;325.694132405717;0.0896341085729084
1900;126702.15;0;54;0;7;4.67962451663898;325.546236414331;0.084775688352374
1900;126702.2;0;54;0;7;4.63772424961995;325.66190530011;0.102242775704878
1900;126702.25;0;54;0;7;4.58511225670715;325.724202731705;0.0933196079431242
1900;126702.3;0;54;0;7;4.53168660112979;325.924691651328;0.0927627413626082
1900;126702.35;0;54;0;7;4.46808802050651;325.771069929596;0.110927430225892
1900;126702.4;0;54;0;7;4.41092688319139;325.595607555745;0.121837580339552
1900;126702.45;0;54;0;7;4.33449364856184;325.098520988855;0.0435290878003554
1900;126702.5;0;54;0;7;4.27569887876392;324.863431788234;0.0830874971630013
1900;126702.55;0;54;0;7;4.21217759592483;324.971578221616;0.0790335931369388
1900;126702.6;0;54;0;7;4.17100319469805;324.621189353228;0.0218373568245649
1900;126702.65;0;54;0;7;4.12787513090095;325.24218972465;0.114334569217219
1900;126702.7;0;54;0;7;4.12983363702188;325.24005099069;0.0863454566147108
1900;126702.75;0;54;0;7;4.13004755849908;325.12175042152;0.043133090451873
1900;126702.8;0;54;0;7;4.1187031172373;325.342953913785;-0.00115344885475444
1900;126702.85;0;54;0;7;4.09358884072495;325.3154157514;0.0468884139653782
1900;126702.9;0;54;0;7;4.10047969943489;325.308742416754;0.056661322161214
1900;126702.95;0;54;0;7;4.11036881162108;325.185171248859;0.0631037681288082
1900;126703;0;54;0;7;4.10969177485678;324.974762542253;0.0748307290742483
1900;126703.05;0;54;0;8;4.08856365634115;324.690075004899;0.0793485002529086
1900;126703.1;0;54;0;8;4.08096023093908;324.429985752384;0.0761878554329307
1900;126703.15;0;54;0;8;4.06667366416641;324.275697019203;0.0742620187831404
1900;126703.2;0;54;0;8;4.071696772111;324.184756484854;0.0729628929338624
1900;126703.25;0;54;0;8;4.06930330114881;323.966809607019;0.0607786738775786
1900;126703.3;0;54;0;8;4.05939835404492;323.705637016566;0.0539681122689164
1900;126703.35;0;54;0;8;4.05181416801648;323.454599950722;0.0591951933426329
1900;126703.4;0;54;0;8;4.04233775829575;323.405471419938;0.0639446824654737
1900;126703.45;0;54;0;8;4.05809813774962;323.420745143472;0.0307550801332279
1900;126703.5;0;54;0;8;4.04869368906495;323.230825775032;0.0286767234035494
1900;126703.55;0;54;0;8;4.03023472087276;323.088339201704;0.043898268300482
1900;126703.6;0;54;0;8;4.031305229726;322.803454622276;0.0573525033878926
1900;126703.65;0;54;0;8;4.025526523692;322.61336276819;0.0722338847694985
1900;126703.7;0;54;0;8;4.0286196216398;322.532449852248;0.0675450358766903
1900;126703.75;0;54;0;8;4.03545018815011;322.27103468027;0.05898850019742
1900;126703.8;0;54;0;8;4.0345777308537;322.048417159611;0.0592833946409395
1900;126703.85;0;54;0;8;4.02742612514093;321.955042777326;0.055759733406181
1900;126703.9;0;54;0;8;4.03993355325712;321.834568299284;0.0528320208575761
1900;126703.95;0;54;0;8;4.06009899351942;321.536736899494;0.0629561768866014
1900;126704;0;54;0;8;4.06740839898555;321.391489391486;0.0583317435420545
1900;126704.05;0;54;0;6;4.07818779724513;321.264925366071;0.0506935925070904
1900;126704.1;0;54;0;6;4.09030538146211;321.229542199338;0.0572538569818353
1900;126704.15;0;54;0;6;4.11290015736733;321.088141655117;0.0636267882017774
1900;126704.2;0;54;0;6;4.13020901716505;321.080934600296;0.0686749164026901
1900;126704.25;0;54;0;6;4.14351435911419;320.980125270115;0.0697917633418765
1900;126704.3;0;54;0;6;4.16150282457058;320.879180437223;0.0791641255678071
1900;126704.35;0;54;0;6;4.174283493238;320.88566032952;0.0744926399538886
1900;126704.4;0;54;0;6;4.1896718362483;320.774282663056;0.052928863700193
1900;126704.45;0;54;0;6;4.19727685809662;320.633444777257;0.0539319940242782
1900;126704.5;0;54;0;6;4.21102345128634;320.422070477075;0.0632700863785154
1900;126704.55;0;54;0;6;4.21896179738007;320.377799185286;0.0610369556921773
1900;126704.6;0;54;0;6;4.23697031044567;320.099139533486;0.0812029827288416
1900;126704.65;0;54;0;6;4.24777902083682;319.799543029637;0.0732553254037551
1900;126704.7;0;54;0;6;4.25364702283356;319.503537984831;0.0659219449029611
1900;126704.75;0;54;0;6;4.25137871372072;319.453370766524;0.0810536450627994
1900;126704.8;0;54;0;6;4.27277879332311;319.208977873639;0.0798090081396488
1900;126704.85;0;54;0;6;4.27869518771043;319.222846374937;0.0788114463437075
1900;126704.9;0;54;0;6;4.2950116851884;318.91677715349;0.071959648609466
1900;126704.95;0;54;0;6;4.29641982752346;318.607268130155;0.0588737493324814
1900;126705;0;54;0;6;4.29694744921555;318.582879974331;0.0641331397652314
1900;126705.05;0;54;0;4;4.28921528710332;318.457411173923;0.0640330361530086
1900;126705.1;0;54;0;4;4.29138437477609;318.306394302133;0.072529306661784
1900;126705.15;0;54;0;4;4.30185806026869;318.224365742447;0.0718849053305815
1900;126705.2;0;54;0;4;4.30787209794019;318.350880237709;0.0769700203084531
1900;126705.25;0;54;0;4;4.31836709732951;318.764934084313;0.0813503509617284
1900;126705.3;0;54;0;4;4.32733369281453;319.102110212639;0.0839625241319006
1900;126705.35;0;54;0;4;4.34035662789333;319.688759892468;0.101583930739259
1900;126705.4;0;54;0;4;4.34320776364476;320.254598286685;0.0830470256132971
1900;126705.45;0;54;0;4;4.34529866139696;320.909387063911;0.0703028209018388
1900;126705.5;0;54;0;4;4.33903016122666;321.331548716059;0.0711138850230468
1900;126705.55;0;54;0;4;4.35181735038284;321.662410042391;0.0993786347971195
1900;126705.6;0;54;0;4;4.3619856871617;322.169743032541;0.116843576892386
1900;126705.65;0;54;0;4;4.37264892786007;322.748023762295;0.120756467026757
1900;126705.7;0;54;0;4;4.37859412358911;323.284068705048;0.119829751894502
1900;126705.75;0;54;0;4;4.3789573441854;323.59484734847;0.108424047514162
1900;126705.8;0;54;0;4;4.36909234844249;324.144934441297;0.0820491763003133
1900;126705.85;0;54;0;4;4.36176798572842;324.72112202546;0.0726971630226545
1900;126705.9;0;54;0;4;4.36441154105748;325.266871500734;0.083744438038196
1900;126705.95;0;54;0;4;4.37491028937798;325.465589413729;0.0975621287804376
1900;126706;0;54;0;4;4.39072668804483;325.748440102413;0.109489607674981
1900;126706.05;0;54;0;2;4.40530840443108;326.225155177785;0.0976043844270629
1900;126706.1;0;54;0;2;4.41487458699008;326.862278214318;0.0918174731246237
1900;126706.15;0;54;0;2;4.41424613965949;327.605579107887;0.0792144312438745
1900;126706.2;0;54;0;2;4.41433359937534;328.18212009558;0.0716857147639063
1900;126706.25;0;54;0;2;4.41329652234017;328.545108814005;0.06091240767067
1900;126706.3;0;54;0;2;4.42840627573621;328.797937585365;0.0743135905435837
1900;126706.35;0;54;0;2;4.45325911453136;329.092518072268;0.0761790498343418
1900;126706.4;0;54;0;2;4.47380437532603;329.440912078812;0.103787237890371
1900;126706.45;0;54;0;2;4.50629725513247;329.58228824611;0.110095952756707
1900;126706.5;0;54;0;2;4.52771858085158;329.822772203991;0.102761718318658
1900;126706.55;0;54;0;2;4.55593096473828;330.084387235013;0.0989084441506929
1900;126706.6;0;54;0;2;4.571968496169;330.040832641943;0.0815778489384118
1900;126706.65;0;54;0;2;4.58472424799881;330.060143405336;0.0708224471540944
1900;126706.7;0;54;0;2;4.60711787759809;330.208504174482;0.0653331052890491
1900;126706.75;0;54;0;2;4.63523410089081;330.496566177644;0.0843114787390455
1900;126706.8;0;54;0;2;4.6714926864564;330.430695997578;0.105382962628346
1900;126706.85;0;54;0;2;4.69249903299806;330.084538647372;0.117445896276112
1900;126706.9;0;54;0;2;4.71541196763456;329.798915607517;0.109843563959144
1900;126706.95;0;54;0;2;4.72435766898028;329.522700176392;0.0904921310685085
1900;126707;0;54;0;2;4.74141348812113;329.013717143917;0.0921382493391756
1900;126707.05;0;54;0;2;4.76289732798186;328.572283712377;0.0905183134603389
1900;126707.1;0;54;0;2;4.79255193950527;328.307260299415;0.0958405958574533
1900;126707.15;0;54;0;2;4.82190056416457;328.168615937483;0.115096087002912
