time,sv_sys,sv_id,los
1225619521,E,9,0
1225619521,E,11,1
1225619521,E,19,0
1225619521,R,1,1
1225619521,R,8,1
1225619521,R,16,0
1225619521,R,17,1
1225619521,R,24,1
1225619522,G,1,1
1225619522,G,3,1
1225619522,G,11,0
1225619522,G,14,1
1225619522,G,17,1
1225619522,G,18,0
1225619522,G,22,1
1225619522,G,23,0
1225619522,G,32,1
1225619522,E,4,1
1225619522,E,9,0
1225619522,E,11,1
1225619522,E,19,1
1225619522,R,1,1
1225619522,R,8,1
1225619522,R,16,0
1225619522,R,17,1
1225619522,R,23,0
1225619522,R,24,1
1225619523,G,1,1
1225619523,G,3,1
1225619523,G,11,0
1225619523,G,14,1
1225619523,G,17,0
1225619523,G,19,0
1225619523,G,22,1
1225619523,G,23,0
1225619523,G,32,1
1225619523,E,4,1
1225619523,E,11,0
1225619523,E,19,1
1225619523,R,1,1
1225619523,R,7,0
1225619523,R,8,1
1225619523,R,16,0
1225619523,R,17,0
1225619523,R,23,0
1225619523,R,24,1
1225619524,G,1,1
1225619524,G,3,1
1225619524,G,11,0
1225619524,G,14,1
1225619524,G,17,0
1225619524,G,22,1
1225619524,G,23,0
1225619524,G,32,1
1225619524,E,4,1
1225619524,E,9,0
1225619524,E,11,0
1225619524,E,19,1
1225619524,R,1,1
1225619524,R,7,1
1225619524,R,8,1
1225619524,R,16,0
1225619524,R,17,1
1225619524,R,23,0
1225619524,R,24,1
1225619525,G,1,1
1225619525,G,3,1
1225619525,G,11,0
1225619525,G,14,1
1225619525,G,17,1
1225619525,G,22,1
1225619525,G,23,0
1225619525,G,32,1
1225619525,E,4,1
1225619525,E,9,0
1225619525,E,11,1
1225619525,E,19,1
1225619525,R,1,0
1225619525,R,7,0
1225619525,R,8,1
1225619525,R,16,0
1225619525,R,17,1
1225619525,R,23,0
1225619525,R,24,1
1225619526,G,1,1
1225619526,G,3,1
1225619526,G,11,0
1225619526,G,14,1
1225619526,G,17,1
1225619526,G,22,1
1225619526,G,23,0
1225619526,G,32,1
1225619526,E,4,1
1225619526,E,9,0
1225619526,E,11,1
1225619526,E,19,1
1225619526,R,1,1
1225619526,R,7,0
1225619526,R,8,1
1225619526,R,16,1
1225619526,R,17,0
1225619526,R,23,0
1225619526,R,24,1
1225619527,G,1,1
1225619527,G,3,1
1225619527,G,11,0
1225619527,G,14,1
1225619527,G,17,1
1225619527,G,22,1
1225619527,G,23,0
1225619527,G,32,1
1225619527,E,4,1
1225619527,E,9,0
1225619527,E,11,1
1225619527,E,19,1
1225619527,R,1,1
1225619527,R,7,1
1225619527,R,8,1
1225619527,R,16,0
1225619527,R,17,0
1225619527,R,23,0
1225619527,R,24,1
1225619528,G,1,1
1225619528,G,3,1
1225619528,G,11,0
1225619528,G,14,1
1225619528,G,17,0
1225619528,G,22,1
1225619528,G,23,0
1225619528,G,32,1
1225619528,E,4,1
1225619528,E,9,0
1225619528,E,11,0
1225619528,E,19,1
1225619528,R,1,1
1225619528,R,7,0
1225619528,R,8,1
1225619528,R,16,1
1225619528,R,17,0
1225619528,R,23,0
1225619528,R,24,1
1225619529,G,1,1
1225619529,G,3,1
1225619529,G,11,0
1225619529,G,14,1
1225619529,G,17,1
1225619529,G,19,0
1225619529,G,22,1
1225619529,G,23,0
1225619529,G,32,1
1225619529,E,4,1
1225619529,E,11,1
1225619529,E,19,1
1225619529,R,1,1
1225619529,R,7,1
1225619529,R,8,1
1225619529,R,16,0
1225619529,R,17,0
1225619529,R,23,0
1225619529,R,24,1
1225619530,G,1,1
1225619530,G,3,1
1225619530,G,11,0
1225619530,G,14,1
1225619530,G,17,1
1225619530,G,22,1
1225619530,G,23,0
1225619530,G,31,0
1225619530,G,32,1
1225619530,E,4,1
1225619530,E,11,1
1225619530,E,19,1
1225619530,R,1,1
1225619530,R,7,1
1225619530,R,8,1
1225619530,R,16,0
1225619530,R,17,0
1225619530,R,23,0
1225619530,R,24,1
1225619531,G,1,1
1225619531,G,3,1
1225619531,G,14,1
1225619531,G,17,1
1225619531,G,19,0
1225619531,G,22,1
1225619531,G,23,0
1225619531,G,31,0
1225619531,G,32,1
1225619531,E,4,0
1225619531,E,11,1
1225619531,E,19,1
1225619531,R,1,1
1225619531,R,7,1
1225619531,R,8,1
1225619531,R,16,0
1225619531,R,17,0
1225619531,R,23,0
1225619531,R,24,1
1225619532,G,1,1
1225619532,G,3,1
1225619532,G,14,1
1225619532,G,17,1
1225619532,G,19,0
1225619532,G,22,1
1225619532,G,23,0
1225619532,G,31,0
1225619532,G,32,1
1225619532,E,4,1
1225619532,E,11,1
1225619532,E,19,1
1225619532,R,1,1
1225619532,R,7,1
1225619532,R,8,1
1225619532,R,16,0
1225619532,R,17,0
1225619532,R,23,0
1225619532,R,24,1
1225619533,G,1,1
1225619533,G,3,1
1225619533,G,14,1
1225619533,G,17,1
1225619533,G,19,0
1225619533,G,22,1
1225619533,G,23,0
1225619533,G,32,1
1225619533,E,4,0
1225619533,E,11,1
1225619533,E,19,1
1225619533,E,30,0
1225619533,R,1,1
1225619533,R,7,1
1225619533,R,8,1
1225619533,R,16,0
1225619533,R,17,0
1225619533,R,23,0
1225619533,R,24,1
1225619534,G,1,1
1225619534,G,3,1
1225619534,G,14,1
1225619534,G,17,0
1225619534,G,19,0
1225619534,G,22,1
1225619534,G,23,0
1225619534,G,32,1
1225619534,E,4,0
1225619534,E,11,1
1225619534,E,19,1
1225619534,E,30,0
1225619534,R,1,1
1225619534,R,7,1
1225619534,R,8,1
1225619534,R,16,0
1225619534,R,17,0
1225619534,R,23,0
1225619534,R,24,1
1225619535,G,1,1
1225619535,G,3,1
1225619535,G,14,1
1225619535,G,17,1
1225619535,G,19,0
1225619535,G,22,1
1225619535,G,23,0
1225619535,G,32,1
1225619535,E,4,0
1225619535,E,11,1
1225619535,E,19,1
1225619535,E,30,0
1225619535,R,1,1
1225619535,R,7,1
1225619535,R,8,1
1225619535,R,16,0
1225619535,R,17,0
1225619535,R,23,0
1225619535,R,24,1
1225619536,G,1,1
1225619536,G,3,1
1225619536,G,14,1
1225619536,G,17,1
1225619536,G,19,0
1225619536,G,22,1
1225619536,G,23,0
1225619536,G,32,1
1225619536,E,4,0
1225619536,E,11,1
1225619536,E,19,1
1225619536,E,30,0
1225619536,R,1,1
1225619536,R,7,1
1225619536,R,8,1
1225619536,R,16,0
1225619536,R,17,0
1225619536,R,23,0
1225619536,R,24,1
1225619537,G,1,1
1225619537,G,3,1
1225619537,G,14,1
1225619537,G,17,1
1225619537,G,19,0
1225619537,G,22,1
1225619537,G,32,1
1225619537,E,4,1
1225619537,E,11,1
1225619537,E,19,1
1225619537,E,30,0
1225619537,R,1,1
1225619537,R,2,0
1225619537,R,7,1
1225619537,R,8,1
1225619537,R,16,0
1225619537,R,17,0
1225619537,R,23,0
1225619537,R,24,1
1225619538,G,1,1
1225619538,G,3,1
1225619538,G,14,1
1225619538,G,17,1
1225619538,G,19,0
1225619538,G,22,1
1225619538,G,32,1
1225619538,E,4,0
1225619538,E,11,1
1225619538,E,19,1
1225619538,E,30,0
1225619538,R,1,1
1225619538,R,2,0
1225619538,R,7,1
1225619538,R,8,1
1225619538,R,16,0
1225619538,R,17,0
1225619538,R,23,0
1225619538,R,24,1
1225619539,G,1,1
1225619539,G,3,1
1225619539,G,14,1
1225619539,G,17,1
1225619539,G,19,0
1225619539,G,22,1
1225619539,G,32,1
1225619539,E,4,1
1225619539,E,9,0
1225619539,E,11,1
1225619539,E,19,1
1225619539,R,1,1
1225619539,R,2,0
1225619539,R,7,1
1225619539,R,8,1
1225619539,R,16,0
1225619539,R,17,0
1225619539,R,23,0
1225619539,R,24,1
1225619540,G,1,1
1225619540,G,3,1
1225619540,G,14,1
1225619540,G,17,1
1225619540,G,19,0
1225619540,G,22,1
1225619540,G,32,1
1225619540,E,4,0
1225619540,E,9,0
1225619540,E,11,1
1225619540,E,19,1
1225619540,R,1,1
1225619540,R,7,1
1225619540,R,8,1
1225619540,R,16,0
1225619540,R,17,0
1225619540,R,23,0
1225619540,R,24,1
1225619541,G,1,1
1225619541,G,3,1
1225619541,G,11,0
1225619541,G,14,1
1225619541,G,17,1
1225619541,G,19,0
1225619541,G,22,1
1225619541,G,31,0
1225619541,G,32,1
1225619541,E,4,1
1225619541,E,11,1
1225619541,E,19,1
1225619541,R,1,1
1225619541,R,7,1
1225619541,R,8,1
1225619541,R,16,0
1225619541,R,17,0
1225619541,R,23,0
1225619541,R,24,1
1225619542,G,1,1
1225619542,G,3,1
1225619542,G,11,0
1225619542,G,14,1
1225619542,G,17,1
1225619542,G,19,0
1225619542,G,22,1
1225619542,G,31,0
1225619542,G,32,1
1225619542,E,4,1
1225619542,E,11,1
1225619542,E,19,1
1225619542,R,1,1
1225619542,R,7,1
1225619542,R,8,1
1225619542,R,16,0
1225619542,R,17,0
1225619542,R,23,0
1225619542,R,24,1
1225619543,G,1,1
1225619543,G,3,1
1225619543,G,11,0
1225619543,G,14,1
1225619543,G,17,1
1225619543,G,19,0
1225619543,G,22,1
1225619543,G,32,1
1225619543,E,4,1
1225619543,E,9,0
1225619543,E,11,1
1225619543,E,19,1
1225619543,R,1,1
1225619543,R,7,1
1225619543,R,8,1
1225619543,R,16,0
1225619543,R,17,0
1225619543,R,23,0
1225619543,R,24,1
1225619544,G,1,1
1225619544,G,3,1
1225619544,G,11,0
1225619544,G,14,1
1225619544,G,17,1
1225619544,G,19,0
1225619544,G,22,1
1225619544,G,32,1
1225619544,E,4,1
1225619544,E,9,0
1225619544,E,11,1
1225619544,E,19,1
1225619544,R,1,1
1225619544,R,7,1
1225619544,R,8,1
1225619544,R,16,0
1225619544,R,17,0
1225619544,R,23,0
1225619544,R,24,1
1225619545,G,1,1
1225619545,G,3,1
1225619545,G,11,0
1225619545,G,14,1
1225619545,G,17,1
1225619545,G,19,0
1225619545,G,22,1
1225619545,G,31,0
1225619545,G,32,1
1225619545,E,4,1
1225619545,E,11,1
1225619545,E,19,1
1225619545,R,1,1
1225619545,R,7,1
1225619545,R,8,1
1225619545,R,16,0
1225619545,R,17,0
1225619545,R,23,0
1225619545,R,24,1
1225619546,G,1,1
1225619546,G,3,1
1225619546,G,14,1
1225619546,G,17,1
1225619546,G,19,0
1225619546,G,22,1
1225619546,G,32,1
1225619546,E,4,1
1225619546,E,9,0
1225619546,E,11,1
1225619546,E,19,1
1225619546,R,1,1
1225619546,R,7,1
1225619546,R,8,1
1225619546,R,16,0
1225619546,R,17,0
1225619546,R,23,0
1225619546,R,24,1
1225619547,G,1,1
1225619547,G,3,1
1225619547,G,14,1
1225619547,G,17,1
1225619547,G,19,0
1225619547,G,22,1
1225619547,G,23,0
1225619547,G,31,0
1225619547,G,32,1
1225619547,E,4,1
1225619547,E,11,1
1225619547,E,19,1
1225619547,R,1,1
1225619547,R,7,1
1225619547,R,8,1
1225619547,R,16,0
1225619547,R,17,0
1225619547,R,23,0
1225619547,R,24,1
1225619548,G,1,1
1225619548,G,3,1
1225619548,G,14,1
1225619548,G,17,1
1225619548,G,19,0
1225619548,G,22,1
1225619548,G,23,0
1225619548,G,31,0
1225619548,G,32,1
1225619548,E,4,1
1225619548,E,11,1
1225619548,E,19,1
1225619548,R,1,1
1225619548,R,7,1
1225619548,R,8,1
1225619548,R,16,0
1225619548,R,17,0
1225619548,R,23,0
1225619548,R,24,1
1225619549,G,1,1
1225619549,G,3,1
1225619549,G,14,1
1225619549,G,17,1
1225619549,G,19,0
1225619549,G,22,1
1225619549,G,23,0
1225619549,G,31,0
1225619549,G,32,1
1225619549,E,4,1
1225619549,E,11,1
1225619549,E,19,1
1225619549,R,1,1
1225619549,R,7,1
1225619549,R,8,1
1225619549,R,16,0
1225619549,R,17,0
1225619549,R,23,0
1225619549,R,24,1
1225619550,G,1,1
1225619550,G,3,1
1225619550,G,14,1
1225619550,G,17,1
1225619550,G,19,0
1225619550,G,22,1
1225619550,G,23,0
1225619550,G,31,0
1225619550,G,32,1
1225619550,E,4,1
1225619550,E,11,1
1225619550,E,19,1
1225619550,R,1,1
1225619550,R,7,1
1225619550,R,8,1
1225619550,R,16,0
1225619550,R,17,0
1225619550,R,23,0
1225619550,R,24,1
1225619551,G,1,1
1225619551,G,3,1
1225619551,G,14,1
1225619551,G,17,0
1225619551,G,19,0
1225619551,G,22,1
1225619551,G,23,0
1225619551,G,31,0
1225619551,G,32,1
1225619551,E,4,1
1225619551,E,11,1
1225619551,E,19,1
1225619551,R,1,1
1225619551,R,7,1
1225619551,R,8,1
1225619551,R,16,0
1225619551,R,17,0
1225619551,R,23,0
1225619551,R,24,1
1225619552,G,1,1
1225619552,G,3,1
1225619552,G,8,0
1225619552,G,14,1
1225619552,G,17,1
1225619552,G,19,0
1225619552,G,22,1
1225619552,G,31,0
1225619552,G,32,1
1225619552,E,4,1
1225619552,E,11,1
1225619552,E,19,1
1225619552,R,1,1
1225619552,R,7,1
1225619552,R,8,1
1225619552,R,16,0
1225619552,R,17,0
1225619552,R,23,0
1225619552,R,24,1
1225619553,G,1,1
1225619553,G,3,1
1225619553,G,8,0
1225619553,G,11,0
1225619553,G,14,1
1225619553,G,17,1
1225619553,G,19,0
1225619553,G,22,1
1225619553,G,32,1
1225619553,E,4,1
1225619553,E,11,1
1225619553,E,19,1
1225619553,R,1,1
1225619553,R,7,1
1225619553,R,8,1
1225619553,R,16,0
1225619553,R,17,0
1225619553,R,23,0
1225619553,R,24,1
1225619554,G,1,1
1225619554,G,3,1
1225619554,G,8,0
1225619554,G,11,0
1225619554,G,14,1
1225619554,G,17,1
1225619554,G,19,0
1225619554,G,22,1
1225619554,G,32,1
1225619554,E,4,1
1225619554,E,11,1
1225619554,E,19,1
1225619554,R,1,1
1225619554,R,7,1
1225619554,R,8,1
1225619554,R,16,0
1225619554,R,17,0
1225619554,R,23,0
1225619554,R,24,1
1225619555,G,1,1
1225619555,G,3,1
1225619555,G,11,0
1225619555,G,14,1
1225619555,G,17,0
1225619555,G,19,0
1225619555,G,22,1
1225619555,G,32,1
1225619555,E,4,1
1225619555,E,9,0
1225619555,E,11,1
1225619555,E,19,1
1225619555,R,1,1
1225619555,R,7,1
1225619555,R,8,1
1225619555,R,16,0
1225619555,R,17,0
1225619555,R,23,0
1225619555,R,24,1
1225619556,G,1,1
1225619556,G,3,1
1225619556,G,11,0
1225619556,G,14,1
1225619556,G,17,1
1225619556,G,19,0
1225619556,G,22,1
1225619556,G,23,0
1225619556,G,32,1
1225619556,E,4,1
1225619556,E,11,1
1225619556,E,19,1
1225619556,R,1,1
1225619556,R,7,1
1225619556,R,8,1
1225619556,R,16,0
1225619556,R,17,0
1225619556,R,23,0
1225619556,R,24,1
1225619557,G,1,1
1225619557,G,3,1
1225619557,G,8,0
1225619557,G,11,0
1225619557,G,14,1
1225619557,G,17,0
1225619557,G,19,0
1225619557,G,22,1
1225619557,G,32,1
1225619557,E,4,1
1225619557,E,11,1
1225619557,E,19,1
1225619557,R,1,1
1225619557,R,7,1
1225619557,R,8,1
1225619557,R,16,0
1225619557,R,17,0
1225619557,R,23,0
1225619557,R,24,1
1225619558,G,1,1
1225619558,G,3,1
1225619558,G,8,0
1225619558,G,11,0
1225619558,G,14,1
1225619558,G,17,1
1225619558,G,19,0
1225619558,G,22,1
1225619558,G,32,1
1225619558,E,4,0
1225619558,E,11,1
1225619558,E,19,1
1225619558,R,1,1
1225619558,R,7,1
1225619558,R,8,1
1225619558,R,16,0
1225619558,R,17,0
1225619558,R,23,0
1225619558,R,24,1
1225619559,G,1,1
1225619559,G,3,1
1225619559,G,8,0
1225619559,G,11,0
1225619559,G,14,1
1225619559,G,17,1
1225619559,G,19,0
1225619559,G,22,1
1225619559,G,32,1
1225619559,E,4,0
1225619559,E,11,1
1225619559,E,19,1
1225619559,R,1,1
1225619559,R,7,1
1225619559,R,8,1
1225619559,R,16,0
1225619559,R,17,0
1225619559,R,23,0
1225619559,R,24,1
1225619560,G,1,1
1225619560,G,3,1
1225619560,G,11,0
1225619560,G,14,1
1225619560,G,17,1
1225619560,G,19,0
1225619560,G,22,1
1225619560,G,32,1
1225619560,E,4,0
1225619560,E,11,1
1225619560,E,19,1
1225619560,E,30,0
1225619560,R,1,1
1225619560,R,7,1
1225619560,R,8,1
1225619560,R,16,0
1225619560,R,17,0
1225619560,R,23,0
1225619560,R,24,1
1225619561,G,1,1
1225619561,G,3,1
1225619561,G,11,0
1225619561,G,14,1
1225619561,G,17,1
1225619561,G,19,0
1225619561,G,22,1
1225619561,G,32,1
1225619561,E,4,0
1225619561,E,11,1
1225619561,E,19,1
1225619561,E,30,0
1225619561,R,1,1
1225619561,R,7,1
1225619561,R,8,1
1225619561,R,16,0
1225619561,R,17,0
1225619561,R,23,0
1225619561,R,24,1
1225619562,G,1,1
1225619562,G,3,1
1225619562,G,8,0
1225619562,G,11,0
1225619562,G,14,1
1225619562,G,17,1
1225619562,G,19,0
1225619562,G,22,1
1225619562,G,32,1
1225619562,E,4,0
1225619562,E,11,1
1225619562,E,19,1
1225619562,R,1,1
1225619562,R,7,1
1225619562,R,8,1
1225619562,R,16,0
1225619562,R,17,0
1225619562,R,23,0
1225619562,R,24,1
1225619563,G,1,1
1225619563,G,3,1
1225619563,G,8,0
1225619563,G,11,0
1225619563,G,14,1
1225619563,G,17,1
1225619563,G,19,0
1225619563,G,22,1
1225619563,G,32,1
1225619563,E,4,0
1225619563,E,11,1
1225619563,E,19,1
1225619563,R,1,1
1225619563,R,7,1
1225619563,R,8,1
1225619563,R,16,0
1225619563,R,17,0
1225619563,R,23,0
1225619563,R,24,1
1225619564,G,1,1
1225619564,G,3,1
1225619564,G,14,1
1225619564,G,17,1
1225619564,G,19,0
1225619564,G,22,1
1225619564,G,23,0
1225619564,G,32,1
1225619564,E,4,0
1225619564,E,11,1
1225619564,E,19,1
1225619564,E,30,0
1225619564,R,1,1
1225619564,R,7,1
1225619564,R,8,1
1225619564,R,16,0
1225619564,R,17,0
1225619564,R,23,0
1225619564,R,24,1
1225619565,G,1,1
1225619565,G,3,1
1225619565,G,8,0
1225619565,G,14,1
1225619565,G,17,1
1225619565,G,19,0
1225619565,G,22,1
1225619565,G,32,1
1225619565,E,4,0
1225619565,E,11,1
1225619565,E,19,1
1225619565,E,30,0
1225619565,R,1,1
1225619565,R,7,1
1225619565,R,8,1
1225619565,R,16,0
1225619565,R,17,0
1225619565,R,23,0
1225619565,R,24,1
1225619566,G,1,1
1225619566,G,3,1
1225619566,G,8,0
1225619566,G,14,1
1225619566,G,17,1
1225619566,G,19,0
1225619566,G,22,1
1225619566,G,32,1
1225619566,E,4,0
1225619566,E,11,1
1225619566,E,19,1
1225619566,E,30,0
1225619566,R,1,1
1225619566,R,7,1
1225619566,R,8,1
1225619566,R,16,0
1225619566,R,17,0
1225619566,R,23,0
1225619566,R,24,1
1225619567,G,1,1
1225619567,G,3,1
1225619567,G,8,0
1225619567,G,14,1
1225619567,G,17,1
1225619567,G,19,0
1225619567,G,22,1
1225619567,G,31,0
1225619567,G,32,1
1225619567,E,4,0
1225619567,E,11,1
1225619567,E,19,1
1225619567,R,1,1
1225619567,R,7,1
1225619567,R,8,1
1225619567,R,16,0
1225619567,R,17,0
1225619567,R,23,0
1225619567,R,24,1
1225619568,G,1,1
1225619568,G,3,1
1225619568,G,8,0
1225619568,G,11,0
1225619568,G,14,1
1225619568,G,17,1
1225619568,G,19,0
1225619568,G,22,1
1225619568,G,32,1
1225619568,E,4,1
1225619568,E,11,1
1225619568,E,19,1
1225619568,R,1,1
1225619568,R,7,1
1225619568,R,8,1
1225619568,R,16,0
1225619568,R,17,0
1225619568,R,23,0
1225619568,R,24,1
1225619569,G,1,1
1225619569,G,3,1
1225619569,G,8,0
1225619569,G,14,1
1225619569,G,17,0
1225619569,G,19,0
1225619569,G,22,1
1225619569,G,23,0
1225619569,G,32,1
1225619569,E,4,1
1225619569,E,11,1
1225619569,E,19,1
1225619569,R,1,1
1225619569,R,7,1
1225619569,R,8,1
1225619569,R,16,0
1225619569,R,17,0
1225619569,R,23,0
1225619569,R,24,1
1225619570,G,1,1
1225619570,G,3,1
1225619570,G,8,0
1225619570,G,14,1
1225619570,G,17,1
1225619570,G,19,0
1225619570,G,22,1
1225619570,G,23,0
1225619570,G,32,1
1225619570,E,4,0
1225619570,E,11,1
1225619570,E,19,1
1225619570,R,1,1
1225619570,R,7,1
1225619570,R,8,1
1225619570,R,16,0
1225619570,R,17,0
1225619570,R,23,0
1225619570,R,24,1
1225619571,G,1,1
1225619571,G,3,1
1225619571,G,11,0
1225619571,G,14,1
1225619571,G,17,1
1225619571,G,19,0
1225619571,G,22,1
1225619571,G,32,1
1225619571,E,4,0
1225619571,E,9,0
1225619571,E,11,1
1225619571,E,19,1
1225619571,R,1,1
1225619571,R,7,1
1225619571,R,8,1
1225619571,R,16,0
1225619571,R,17,0
1225619571,R,23,0
1225619571,R,24,1
1225619572,G,1,1
1225619572,G,3,1
1225619572,G,8,0
1225619572,G,14,1
1225619572,G,17,0
1225619572,G,19,0
1225619572,G,22,1
1225619572,G,23,0
1225619572,G,32,1
1225619572,E,4,1
1225619572,E,11,1
1225619572,E,19,1
1225619572,R,1,1
1225619572,R,7,1
1225619572,R,8,1
1225619572,R,16,0
1225619572,R,17,0
1225619572,R,23,0
1225619572,R,24,1
1225619573,G,1,1
1225619573,G,3,1
1225619573,G,11,0
1225619573,G,14,1
1225619573,G,17,1
1225619573,G,19,0
1225619573,G,22,1
1225619573,G,32,1
1225619573,E,4,0
1225619573,E,9,0
1225619573,E,11,1
1225619573,E,19,1
1225619573,R,1,1
1225619573,R,7,1
1225619573,R,8,1
1225619573,R,16,0
1225619573,R,17,0
1225619573,R,23,0
1225619573,R,24,1
1225619574,G,1,1
1225619574,G,3,1
1225619574,G,8,0
1225619574,G,11,0
1225619574,G,14,1
1225619574,G,17,1
1225619574,G,19,0
1225619574,G,22,1
1225619574,G,32,1
1225619574,E,4,0
1225619574,E,11,1
1225619574,E,19,1
1225619574,R,1,1
1225619574,R,7,1
1225619574,R,8,1
1225619574,R,16,0
1225619574,R,17,0
1225619574,R,23,0
1225619574,R,24,1
1225619575,G,1,1
1225619575,G,3,1
1225619575,G,11,0
1225619575,G,14,1
1225619575,G,17,1
1225619575,G,19,0
1225619575,G,22,1
1225619575,G,32,1
1225619575,E,4,0
1225619575,E,9,0
1225619575,E,11,0
1225619575,E,19,1
1225619575,R,1,1
1225619575,R,7,1
1225619575,R,8,1
1225619575,R,16,0
1225619575,R,17,0
1225619575,R,23,0
1225619575,R,24,1
1225619576,G,1,1
1225619576,G,3,1
1225619576,G,8,0
1225619576,G,11,0
1225619576,G,14,1
1225619576,G,17,1
1225619576,G,19,0
1225619576,G,22,1
1225619576,G,32,1
1225619576,E,4,0
1225619576,E,11,0
1225619576,E,19,1
1225619576,R,1,1
1225619576,R,7,0
1225619576,R,8,1
1225619576,R,16,0
1225619576,R,17,1
1225619576,R,23,0
1225619576,R,24,1
1225619577,G,1,1
1225619577,G,3,1
1225619577,G,11,0
1225619577,G,14,1
1225619577,G,17,1
1225619577,G,19,1
1225619577,G,22,1
1225619577,G,23,0
1225619577,G,32,1
1225619577,E,4,1
1225619577,E,11,0
1225619577,E,19,1
1225619577,R,1,1
1225619577,R,7,1
1225619577,R,8,1
1225619577,R,16,0
1225619577,R,17,1
1225619577,R,23,0
1225619577,R,24,1
1225619578,G,1,1
1225619578,G,3,1
1225619578,G,11,0
1225619578,G,14,1
1225619578,G,17,1
1225619578,G,22,1
1225619578,G,23,0
1225619578,G,32,1
1225619578,E,4,1
1225619578,E,9,0
1225619578,E,11,0
1225619578,E,19,1
1225619578,R,1,1
1225619578,R,8,1
1225619578,R,9,1
1225619578,R,16,1
1225619578,R,17,1
1225619578,R,23,0
1225619578,R,24,1
1225619579,G,1,1
1225619579,G,3,1
1225619579,G,8,0
1225619579,G,14,1
1225619579,G,17,1
1225619579,G,18,1
1225619579,G,19,1
1225619579,G,22,1
1225619579,G,23,0
1225619579,G,32,0
1225619579,E,4,1
1225619579,E,11,1
1225619579,E,19,0
1225619579,R,1,0
1225619579,R,8,1
1225619579,R,9,0
1225619579,R,16,1
1225619579,R,17,1
1225619579,R,24,1
1225619580,G,1,1
1225619580,G,3,1
1225619580,G,11,1
1225619580,G,14,1
1225619580,G,17,1
1225619580,G,18,1
1225619580,G,19,1
1225619580,G,22,1
1225619580,G,32,1
1225619580,E,4,1
1225619580,E,11,1
1225619580,E,12,0
1225619580,E,19,1
1225619580,R,1,0
1225619580,R,8,1
1225619580,R,9,0
1225619580,R,17,1
1225619580,R,23,1
1225619580,R,24,1
1225619581,G,1,1
1225619581,G,3,0
1225619581,G,11,1
1225619581,G,14,1
1225619581,G,17,1
1225619581,G,18,1
1225619581,G,19,1
1225619581,G,22,1
1225619581,G,28,1
1225619581,G,32,1
1225619581,E,4,1
1225619581,E,11,1
1225619581,E,19,1
1225619581,R,1,1
1225619581,R,8,1
1225619581,R,9,0
1225619581,R,17,1
1225619581,R,23,1
1225619581,R,24,1
1225619582,G,1,1
1225619582,G,3,0
1225619582,G,11,1
1225619582,G,14,0
1225619582,G,17,1
1225619582,G,22,1
1225619582,G,28,0
1225619582,G,32,1
1225619582,E,4,1
1225619582,E,11,1
1225619582,E,19,1
1225619582,R,1,1
1225619582,R,7,0
1225619582,R,8,1
1225619582,R,16,1
1225619582,R,23,1
1225619582,R,24,1
1225619583,G,1,1
1225619583,G,8,1
1225619583,G,11,1
1225619583,G,14,0
1225619583,G,17,1
1225619583,G,18,1
1225619583,G,22,1
1225619583,G,28,0
1225619583,G,32,0
1225619583,E,4,1
1225619583,E,11,1
1225619583,E,19,0
1225619583,R,1,1
1225619583,R,8,1
1225619583,R,17,1
1225619583,R,23,1
1225619583,R,24,1
1225619584,G,1,1
1225619584,G,3,1
1225619584,G,8,0
1225619584,G,11,1
1225619584,G,14,0
1225619584,G,17,0
1225619584,G,18,1
1225619584,G,22,1
1225619584,G,28,0
1225619584,E,4,1
1225619584,E,11,1
1225619584,R,1,1
1225619584,R,7,0
1225619584,R,8,1
1225619584,R,17,1
1225619584,R,23,1
1225619584,R,24,1
1225619585,G,1,1
1225619585,G,3,1
1225619585,G,8,0
1225619585,G,11,1
1225619585,G,14,0
1225619585,G,17,0
1225619585,G,18,1
1225619585,G,19,1
1225619585,G,22,1
1225619585,E,4,1
1225619585,E,9,1
1225619585,E,11,1
1225619585,E,12,0
1225619585,R,1,1
1225619585,R,8,1
1225619585,R,17,1
1225619585,R,23,1
1225619585,R,24,1
1225619586,G,1,1
1225619586,G,3,1
1225619586,G,8,0
1225619586,G,11,1
1225619586,G,17,0
1225619586,G,18,1
1225619586,G,19,0
1225619586,G,22,1
1225619586,G,31,0
1225619586,E,4,1
1225619586,E,9,1
1225619586,E,11,1
1225619586,R,1,1
1225619586,R,7,0
1225619586,R,8,1
1225619586,R,17,0
1225619586,R,23,1
1225619586,R,24,1
1225619587,G,1,1
1225619587,G,3,1
1225619587,G,8,0
1225619587,G,11,1
1225619587,G,14,0
1225619587,G,17,0
1225619587,G,18,1
1225619587,G,22,1
1225619587,G,28,0
1225619587,G,31,0
1225619587,E,4,1
1225619587,E,11,1
1225619587,E,12,1
1225619587,R,1,1
1225619587,R,8,1
1225619587,R,17,0
1225619587,R,23,1
1225619587,R,24,1
1225619588,G,1,1
1225619588,G,3,1
1225619588,G,8,0
1225619588,G,11,1
1225619588,G,14,0
1225619588,G,17,0
1225619588,G,18,1
1225619588,G,22,1
1225619588,G,28,0
1225619588,G,31,0
1225619588,E,4,1
1225619588,E,9,1
1225619588,E,11,1
1225619588,E,12,1
1225619588,R,1,1
1225619588,R,8,1
1225619588,R,17,0
1225619588,R,23,1
1225619588,R,24,1
1225619589,G,1,1
